datetime,Los Angeles
2012-10-07,21.496774193548386
2012-10-21,20.08095238095238
2012-11-04,18.39345238095238
2012-11-18,16.871130952380952
2012-12-02,15.394047619047617
2012-12-16,14.47857142857143
2012-12-30,11.601488095238095
2013-01-13,10.201785714285714
2013-01-27,13.35327380952381
2013-02-10,11.92142857142857
2013-02-24,12.277678571428572
2013-03-10,13.90327380952381
2013-03-24,15.317065868263471
2013-04-07,15.69047619047619
2013-04-21,16.33511904761905
2013-05-05,18.069642857142856
2013-05-19,18.963690476190475
2013-06-02,19.169940476190476
2013-06-16,18.808035714285715
2013-06-30,20.856845238095236
2013-07-14,23.225892857142856
2013-07-28,21.53779761904762
2013-08-11,19.26220238095238
2013-08-25,21.67142857142857
2013-09-08,26.017559523809524
2013-09-22,21.36220238095238
2013-10-06,19.94077380952381
2013-10-20,17.598511904761907
2013-11-03,13.379464285714286
2013-11-17,16.561011904761905
2013-12-01,14.43422619047619
2013-12-15,10.99077380952381
2013-12-29,15.456547619047617
2014-01-12,14.226488095238096
2014-01-26,18.620535714285715
2014-02-09,12.67767857142857
2014-02-23,15.878869047619048
2014-03-09,14.769940476190476
2014-03-23,16.926785714285714
2014-04-06,14.34107142857143
2014-04-20,17.882142857142856
2014-05-04,18.491666666666667
2014-05-18,20.472916666666666
2014-06-01,19.22440476190476
2014-06-15,19.436309523809523
2014-06-29,20.007738095238096
2014-07-13,23.005357142857143
2014-07-27,22.555059523809526
2014-08-10,23.001785714285717
2014-08-24,21.776785714285715
2014-09-07,21.927678571428572
2014-09-21,23.65416666666667
2014-10-05,19.223511904761907
2014-10-19,17.115178571428572
2014-11-02,14.736309523809522
2014-11-16,12.571428571428571
2014-11-30,10.235714285714286
2014-12-14,10.820535714285715
2014-12-28,7.4139880952380945
2015-01-11,6.525297619047619
2015-01-25,9.94702380952381
2015-02-08,12.051190476190476
2015-02-22,12.482738095238094
2015-03-08,9.405357142857142
2015-03-22,16.046130952380953
2015-04-05,15.234821428571427
2015-04-19,12.732440476190478
2015-05-03,15.673809523809522
2015-05-17,12.587202380952382
2015-05-31,15.44077380952381
2015-06-14,18.811904761904763
2015-06-28,22.483035714285716
2015-07-12,22.45416666666667
2015-07-26,23.354761904761904
2015-08-09,23.95029761904762
2015-08-23,24.59107142857143
2015-09-06,24.36041666666667
2015-09-20,25.595535714285717
2015-10-04,23.998511904761905
2015-10-18,23.653869047619047
2015-11-01,19.892559523809524
2015-11-15,15.50029761904762
2015-11-29,14.882440476190476
2015-12-13,14.272916666666665
2015-12-27,10.581845238095237
2016-01-10,9.919642857142858
2016-01-24,13.066666666666666
2016-02-07,13.527083333333334
2016-02-21,17.911607142857143
2016-03-06,16.886309523809523
2016-03-20,15.522619047619049
2016-04-03,15.929464285714285
2016-04-17,17.854166666666668
2016-05-01,17.70416666666667
2016-05-15,17.325
2016-05-29,17.32916666666667
2016-06-12,20.34285714285714
2016-06-26,23.436904761904763
2016-07-10,22.87410714285714
2016-07-24,25.228273809523813
2016-08-07,25.467857142857145
2016-08-21,24.40863095238095
2016-09-04,22.86636904761905
2016-09-18,20.731845238095236
2016-10-02,23.97142857142857
2016-10-16,16.097321428571426
2016-10-30,15.778869047619047
2016-11-13,19.246130952380952
2016-11-27,15.732738095238094
2016-12-11,13.356845238095238
2016-12-25,13.236904761904762
2017-01-08,12.732440476190478
2017-01-22,12.613095238095237
2017-02-05,12.260119047619046
2017-02-19,13.305952380952382
2017-03-05,12.698809523809524
2017-03-19,17.167261904761904
2017-04-02,16.05
2017-04-16,16.402083333333334
2017-04-30,19.55595238095238
2017-05-14,17.798809523809524
2017-05-28,18.75654761904762
2017-06-11,18.85595238095238
2017-06-25,22.19702380952381
2017-07-09,23.47083333333333
2017-07-23,24.166369047619046
2017-08-06,24.073214285714286
2017-08-20,22.519940476190477
2017-09-03,25.44315476190476
2017-09-17,22.927380952380954
2017-10-01,20.783630952380953
2017-10-15,20.573809523809523
2017-10-29,23.35982142857143
2017-11-12,17.45267857142857
2017-11-26,18.75565476190476
2017-12-10,15.645205479452054
