datetime,Los Angeles
2016-05-08,16.65297619047619
2016-05-15,17.99702380952381
2016-05-22,17.436904761904763
2016-05-29,17.22142857142857
2016-06-05,20.91547619047619
2016-06-12,19.770238095238096
2016-06-19,21.264880952380953
2016-06-26,25.60892857142857
2016-07-03,23.78988095238095
2016-07-10,21.958333333333332
2016-07-17,22.27797619047619
2016-07-24,28.178571428571427
2016-07-31,26.782738095238095
2016-08-07,24.15297619047619
2016-08-14,23.70416666666667
2016-08-21,25.113095238095237
2016-08-28,22.401190476190475
2016-09-04,23.33154761904762
2016-09-11,21.468452380952378
2016-09-18,19.995238095238093
2016-09-25,23.061904761904763
2016-10-02,24.88095238095238
2016-10-09,16.651190476190475
2016-10-16,15.543452380952383
2016-10-23,15.475000000000001
2016-10-30,16.082738095238096
2016-11-06,17.029761904761905
2016-11-13,21.4625
2016-11-20,17.114880952380954
2016-11-27,14.350595238095238
2016-12-04,12.975595238095238
2016-12-11,13.738095238095237
2016-12-18,13.466666666666667
2016-12-25,13.007142857142856
2017-01-01,12.869642857142857
2017-01-08,12.595238095238095
2017-01-15,13.162500000000001
2017-01-22,12.063690476190477
2017-01-29,10.175
2017-02-05,14.345238095238095
2017-02-12,14.995833333333334
2017-02-19,11.616071428571429
2017-02-26,11.29642857142857
2017-03-05,14.101190476190476
2017-03-12,16.366666666666667
2017-03-19,17.96785714285714
2017-03-26,15.114285714285714
2017-04-02,16.985714285714284
2017-04-09,16.532738095238095
2017-04-16,16.271428571428572
2017-04-23,19.43154761904762
2017-04-30,19.680357142857144
2017-05-07,18.863690476190477
2017-05-14,16.73392857142857
2017-05-21,18.503571428571426
2017-05-28,19.00952380952381
2017-06-04,19.013095238095236
2017-06-11,18.698809523809523
2017-06-18,21.648214285714285
2017-06-25,22.745833333333334
2017-07-02,22.055357142857144
2017-07-09,24.886309523809523
2017-07-16,24.398809523809526
2017-07-23,23.933928571428574
2017-07-30,23.15059523809524
2017-08-06,24.995833333333334
2017-08-13,23.574404761904763
2017-08-20,21.46547619047619
2017-08-27,22.245238095238093
2017-09-03,28.64107142857143
2017-09-10,23.901785714285715
2017-09-17,21.95297619047619
2017-09-24,19.60297619047619
2017-10-01,21.964285714285715
2017-10-08,20.785119047619048
2017-10-15,20.3625
2017-10-22,21.920238095238094
2017-10-29,24.799404761904764
2017-11-05,17.782738095238095
2017-11-12,17.122619047619047
2017-11-19,17.65952380952381
2017-11-26,19.851785714285715
2017-12-03,15.645205479452054
