datetime,Los Angeles
2012-10-31,20.109439124487004
2012-11-30,16.13222222222222
2012-12-31,13.094220430107528
2013-01-31,11.596236559139786
2013-02-28,12.587202380952382
2013-03-31,15.069946091644205
2013-04-30,16.48736111111111
2013-05-31,19.00577956989247
2013-06-30,19.905416666666667
2013-07-31,22.09395161290323
2013-08-31,21.51317204301075
2013-09-30,22.40486111111111
2013-10-31,16.620430107526882
2013-11-30,15.107916666666668
2013-12-31,13.416935483870969
2014-01-31,16.24771505376344
2014-02-28,14.326636904761905
2014-03-31,15.836155913978494
2014-04-30,16.783472222222223
2014-05-31,20.041397849462363
2014-06-30,19.810555555555556
2014-07-31,23.056182795698923
2014-08-31,22.146102150537637
2014-09-30,21.62027777777778
2014-10-31,16.968279569892474
2014-11-30,11.322083333333333
2014-12-31,8.523924731182795
2015-01-31,9.527016129032258
2015-02-28,11.58764880952381
2015-03-31,14.465994623655915
2015-04-30,13.527916666666668
2015-05-31,14.54005376344086
2015-06-30,20.995
2015-07-31,22.89905913978495
2015-08-31,24.846908602150535
2015-09-30,24.58625
2015-10-31,21.785752688172042
2015-11-30,15.255277777777776
2015-12-31,11.919758064516127
2016-01-31,12.509274193548386
2016-02-29,16.600431034482757
2016-03-31,15.686424731182797
2016-04-30,17.72611111111111
2016-05-31,17.37540322580645
2016-06-30,22.53611111111111
2016-07-31,24.541532258064517
2016-08-31,23.983198924731184
2016-09-30,22.379305555555558
2016-10-31,16.13790322580645
2016-11-30,17.19611111111111
2016-12-31,13.390456989247312
2017-01-31,12.186559139784945
2017-02-28,12.707142857142859
2017-03-31,16.390994623655914
2017-04-30,17.874166666666667
2017-05-31,18.27204301075269
2017-06-30,21.12125
2017-07-31,23.80255376344086
2017-08-31,23.6494623655914
2017-09-30,22.744027777777777
2017-10-31,21.681586021505378
2017-11-30,17.834433285509327
